date,x_open,x_high,x_low,x_close,y_close
2011-03-11,0.01489578716488782,0.02780543149265635,-0.00993043007208938,0.008937453358032199,1.0010482420253484
2011-03-14,-0.0649606158783772,-0.06102361169985693,-0.0895669154605252,-0.06102361169985693,1.037696298375628
2011-03-15,0.005241110160880025,0.02096434067765851,-0.019916098652310255,0.001048242025348367,1.049444982710683
2011-03-16,0.01675391038916807,0.04607325357021197,-0.010471243923821483,0.037696298375627935,1.0336538840680447
2011-03-17,0.02522704377894458,0.06861758987346067,0.015136284007487788,0.049444982710683094,1.0074418533680052
2011-03-18,0.033653884068044704,0.05384619616898001,0.020192312100935528,0.033653884068044704,1.0563249917797322
2011-03-21,-0.006511599518532196,0.008372107217478275,-0.020465141118958807,0.00744185336800518,0.9720279976781697
2011-03-22,-0.0064634991059414615,0.06001843242006588,-0.008310263455393874,0.05632499177973216,1.0116906578937777
2011-03-23,-0.0034965002902287434,0.006118938030257315,-0.032342648525401696,-0.02797200232183028,0.9902222527398004
2011-03-24,0.0017986023353870895,0.023381315787555312,-0.010791356726084111,0.011690657893777656,1.013464956365121
2011-03-25,-0.014222208658854152,0.00977774726019942,-0.031111145019531272,-0.009777747260199643,1.0318865950304361
2011-03-28,-0.002693059759507954,0.04757627617927951,-0.004488347324408615,0.013464956365121017,1.0051502507795163
2011-03-29,0.023915009625859796,0.031886595030436116,-0.0035429550033817536,0.031886595030436116,0.9948761383927208
2011-03-30,0.009442112785703172,0.025751090176662883,0.0008583887733291107,0.005150250779516252,0.9630901832118932
2011-03-31,-0.0008539905080495735,0.011955622789639797,-0.01537150338082005,-0.005123861607279179,1.0365418750137592
2011-04-01,-0.021459228170476075,-0.01974245062381763,-0.05236048726619624,-0.036909816788106786,0.9810833822128999
2011-04-04,0.0017824869530642662,0.03743316098914584,-0.011586462686898114,0.03654187501375916,0.9886064753567546
2011-04-05,0.012037862592014559,0.012897645490477894,-0.025795372982185483,-0.018916617787100076,1.018617025099136
2011-04-06,-0.005258498400067091,0.009640719703998268,-0.025416298486524713,-0.01139352464324539,0.9651871517407918
2011-04-07,0.00975182738967928,0.03900714046752163,0.00797873712042918,0.018617025099135986,0.9576194535110866
2011-04-08,0.0,0.006962569651841832,-0.04264575986762431,-0.03481284825920816,1.02259884874806
2011-04-11,-0.008115432944055367,-0.00541031729406205,-0.07484219227105882,-0.04238054648891343,0.9972375935617324
2011-04-12,0.010357783226233597,0.022598848748059952,-0.0037664747913431773,0.022598848748059952,0.9833794730892125
2011-04-13,-0.004603981458673911,0.007366475712259124,-0.01657452644492441,-0.0027624064382676394,0.9765258207554283
2011-04-14,-0.0027700584656077387,0.004616822815059818,-0.02400740819145486,-0.016620526910787525,1.0096154216478577
2011-04-15,-0.006572741533475979,0.007511730194512012,-0.04694835848914347,-0.023474179244571736,1.0285714467366536
2011-04-18,0.003846150319251729,0.011538542657211881,-0.012499919762975265,0.00961542164785767,0.992592599787666
2011-04-19,0.020000003633044994,0.04476193019321961,0.014285677955264031,0.028571446736653572,0.9785447303935199
2011-04-20,0.013888853322332029,0.013888853322332029,-0.023148147739337155,-0.007407400212333992,1.0285986842021528
2011-04-21,0.01212687604502749,0.01212687604502749,-0.025186609238630586,-0.021455269606480143,1.021316079399795
2011-04-25,0.0,0.03431845740766759,-0.01620591801746274,0.028598684202152835,1.0081668961138899
2011-04-26,0.006487460154930069,0.030583866994692954,-0.02224279628977377,0.021316079399795074,1.011701180779316
2011-04-27,0.004537135660944935,0.04083482673071104,0.0,0.008166896113889877,0.9635231445052493
2011-04-28,0.007200713427382821,0.014401512694040663,-0.011701180779315923,0.011701180779315923,0.9409048616960889
2011-04-29,-0.009786446522881298,-0.0017793153466735268,-0.05427043319384006,-0.03647685549475066,0.9803729325317977
2011-05-02,-0.012927086270453692,-0.0027700584656077387,-0.08125578214591356,-0.05909513830391111,0.951951996673309
2011-05-03,-0.01864569069748223,0.0029441303121602314,-0.03729138139496446,-0.01962706746820231,1.023133470879039
2011-05-04,-0.03503497855998805,0.004004000277224362,-0.061061028093393976,-0.04804800332669101,1.0246660571514599
2011-05-05,0.022082022407234225,0.05888532623181941,0.01892737614819473,0.023133470879038942,0.9929788719534914
2011-05-06,0.021582738748896935,0.03597126391943117,0.0020555456017088414,0.024666057151459864,0.9585858724029954
2011-05-09,0.018054096958927124,0.018054096958927124,-0.018054192613318976,-0.007021128046508562,0.9957850407989721
2011-05-10,-0.00808080068572059,0.013131325196982013,-0.05858585313684672,-0.04141412759700458,0.9809524491921168
2011-05-11,-0.03055847933059097,0.01685983680411174,-0.04952574548893951,-0.004214959201027879,1.0032362169891875
2011-05-12,0.0031745749816607383,0.02328045200732287,-0.03703697723382571,-0.01904755080788323,1.002150484266579
2011-05-13,-0.0053937635669683015,0.03775613921381038,-0.012945073711716715,0.0032362169891875237,1.0171673661642888
2011-05-16,-0.005376364484882101,0.015053697502921848,-0.023655942206106895,0.0021504842665789337,0.9841772546652585
2011-05-17,0.008583683082144411,0.025751151572007025,0.0010729859666616104,0.017167366164288822,1.0085744827824474
2011-05-18,-0.012658216387505639,-0.006329057894472245,-0.03059071475277908,-0.015822745334741484,0.9649309320874423
2011-05-19,-0.0010718359017802825,0.02250804285789898,-0.02679528424912303,0.008574482782447435,1.051762144380831
2011-05-20,-0.010626931925287075,0.008501586078989876,-0.035069067912557705,-0.035069067912557705,1.0240837212191334
2011-05-23,0.027533039878921084,0.0616740555420765,0.02422910450190985,0.05176214438083093,1.0071575307167484
2011-05-24,0.010471144062638604,0.03874344274024666,0.005235621961910741,0.02408372121913338,1.0182740451299972
2011-05-25,0.0061350123982537585,0.015337482239277778,-0.024539854567588337,0.007157530716748406,1.0069791276532565
2011-05-26,0.001015154804088203,0.03350252902800532,0.001015154804088203,0.018274045129997196,0.9900989725056649
2011-05-27,0.014955192043674348,0.019940160976045007,0.004985064014558116,0.006979127653256478,0.9829999923706056
2011-05-31,0.003960392113094846,0.026732623157591062,-0.016831690086452133,-0.00990102749433508,0.9888098008615469
2011-06-01,0.0,0.014999961853027433,-0.03199996948242201,-0.017000007629394354,0.9650205613943034
2011-06-02,-0.021363178003749317,0.01119019913845265,-0.02339771556677861,-0.011190199138453094,0.9893389786514214
2011-06-03,0.0030863921961972185,0.03189294829486111,-0.040123491009117496,-0.03497943860569663,0.9773706848933565
2011-06-06,0.0010661224690649007,0.012793164615673813,-0.02345418596425264,-0.010661021348578603,1.0308710800514456
