date,x_close,y_close
2003-01-02,0.0,0.987651771572086
2003-01-03,0.0319631959952,1.00713529523229
2003-01-06,-0.012425101285152,1.00464143331548
2003-01-07,0.00710995946068565,0.9897302647534372
2003-01-08,0.0046306950782569285,1.00580427620792
2003-01-09,-0.0103228328224413,0.9974931815575648
2003-01-10,0.00578749629562438,0.9929463821092108
2003-01-13,-0.00250996577274365,1.00268182571239
2003-01-14,-0.00707861225661497,1.0319191179426601
2003-01-15,0.0026782360343114,1.0063493848927
2003-01-16,0.0314202899013874,1.00655828840206
2003-01-17,0.00632931246866774,1.0152436211899
2003-01-20,0.0065368763951004286,0.986293459877146
2003-01-21,0.015128604570094,1.0047475336308298
2003-01-22,-0.0138013420112776,1.00171171856204
2003-01-23,0.0047362996348563,1.02527146251253
2003-01-24,0.00171025524144633,0.9741788150839621
2003-01-27,0.0249574190017011,0.9999269536173241
2003-01-28,-0.026160403807995,0.996688578863767
2003-01-29,-7.30490506924057e-05,1.00554037421889
2003-01-30,-0.0033169160251513893,1.00034500596663
2003-01-31,0.0055250827997737105,1.0101937826165899
2003-02-03,0.000344946465753994,0.991126451835317
2003-02-04,0.0101421764264476,1.01817267877152
2003-02-05,-0.00891315255491248,0.9862293204396392
2003-02-06,0.0180095292558519,1.0089890267727901
2003-02-07,-0.013866374910434999,1.0284918675219101
2003-02-10,0.00894886596326154,0.982337185668683
2003-02-11,0.0280935229545833,1.02280061232785
2003-02-12,-0.0178206633029875,1.0599194550649
2003-02-13,0.0225445631127037,0.9993392679532348
2003-02-14,0.0581929194490765,1.00671383622794
2003-02-17,-0.000660950426382695,0.99842996267972
2003-02-18,0.00669139880098001,1.00811206890967
2003-02-19,-0.00157127112045123,0.997506042203053
2003-02-20,0.008079342943080459,1.01224037754683
2003-02-21,-0.00249707289004541,0.9885878305611372
2003-02-24,0.0121660698803375,1.02324063692557
2003-02-25,-0.0114777879552878,1.05444416751327
2003-02-26,0.0229746860192403,1.0047071271950798
2003-02-27,0.0530137726532786,0.9823681264690112
2003-02-28,0.00469608331493336,0.998110944815356
2003-03-03,-0.017789166670755002,0.978829256055868
